189578 getPopulationofCountry French Guiana Zone:4 (turnaround time: 188 ms, execution time: 94 ms, waiting time: 94, processed by server 4)
3 getNumberofCountriesMinMax 26 64230 66606 Zone:3 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 3)
23 getNumberofCountriesMinMax 33 68880 137358 Zone:4 (turnaround time: 189 ms, execution time: 97 ms, waiting time: 92, processed by server 4)
0 getNumberofCountriesMinMax 40 95097 95351 Zone:3 (turnaround time: 190 ms, execution time: 96 ms, waiting time: 94, processed by server 3)
45 getNumberofCountriesMinMax 10 85243 157991 Zone:4 (turnaround time: 185 ms, execution time: 95 ms, waiting time: 90, processed by server 4)
106 getNumberofCountriesMinMax 3 83684 164133 Zone:4 (turnaround time: 190 ms, execution time: 97 ms, waiting time: 93, processed by server 4)
106 getNumberofCountriesMinMax 3 83684 164133 Zone:4 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 4)
7 getNumberofCountriesMinMax 44 105530 158915 Zone:3 (turnaround time: 188 ms, execution time: 97 ms, waiting time: 91, processed by server 3)
27 getNumberofCountriesMinMax 16 58697 77011 Zone:2 (turnaround time: 188 ms, execution time: 95 ms, waiting time: 93, processed by server 2)
27 getNumberofCountriesMinMax 16 58697 77011 Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 2)
27 getNumberofCountriesMinMax 16 58697 77011 Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 2)
44 getNumberofCountriesMinMax 45 24170 72366 Zone:2 (turnaround time: 187 ms, execution time: 95 ms, waiting time: 92, processed by server 2)
35 getNumberofCountriesMinMax 14 85553 168837 Zone:5 (turnaround time: 187 ms, execution time: 95 ms, waiting time: 92, processed by server 5)
35 getNumberofCountriesMinMax 14 85553 168837 Zone:5 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 5)
14 getNumberofCountriesMinMax 48 24883 32453 Zone:3 (turnaround time: 187 ms, execution time: 94 ms, waiting time: 93, processed by server 3)
52 getNumberofCountriesMinMax 36 27762 101805 Zone:3 (turnaround time: 191 ms, execution time: 96 ms, waiting time: 95, processed by server 3)
106 getNumberofCountriesMinMax 13 24007 118128 Zone:3 (turnaround time: 192 ms, execution time: 100 ms, waiting time: 92, processed by server 3)
10 getNumberofCountriesMinMax 37 101867 165544 Zone:1 (turnaround time: 188 ms, execution time: 96 ms, waiting time: 92, processed by server 1)
10 getNumberofCountriesMinMax 37 101867 165544 Zone:1 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 1)
10 getNumberofCountriesMinMax 37 101867 165544 Zone:1 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 1)
10 getNumberofCountriesMinMax 37 101867 165544 Zone:1 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 1)
86 getNumberofCountriesMinMax 24 13858 44513 Zone:5 (turnaround time: 188 ms, execution time: 96 ms, waiting time: 92, processed by server 5)
9 getNumberofCountriesMinMax 45 58980 81344 Zone:5 (turnaround time: 190 ms, execution time: 97 ms, waiting time: 93, processed by server 5)
23 getNumberofCountriesMinMax 50 61929 159672 Zone:2 (turnaround time: 189 ms, execution time: 96 ms, waiting time: 93, processed by server 2)
33 getNumberofCountriesMinMax 11 78769 114667 Zone:5 (turnaround time: 188 ms, execution time: 96 ms, waiting time: 92, processed by server 5)
33 getNumberofCountriesMinMax 11 78769 114667 Zone:5 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 5)
52 getNumberofCountriesMinMax 20 47501 135936 Zone:5 (turnaround time: 192 ms, execution time: 98 ms, waiting time: 94, processed by server 5)
23 getNumberofCountriesMinMax 41 64685 151497 Zone:2 (turnaround time: 188 ms, execution time: 95 ms, waiting time: 93, processed by server 2)
23 getNumberofCountriesMinMax 41 64685 151497 Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 2)
23 getNumberofCountriesMinMax 41 64685 151497 Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 2)
8 getNumberofCountriesMinMax 36 60743 75121 Zone:1 (turnaround time: 189 ms, execution time: 95 ms, waiting time: 94, processed by server 1)
25 getNumberofCountriesMinMax 22 92417 161896 Zone:5 (turnaround time: 188 ms, execution time: 95 ms, waiting time: 93, processed by server 5)
25 getNumberofCountriesMinMax 22 92417 161896 Zone:5 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 5)
7 getNumberofCountriesMinMax 41 63867 79086 Zone:2 (turnaround time: 187 ms, execution time: 95 ms, waiting time: 92, processed by server 2)
81 getNumberofCountriesMinMax 17 30268 116162 Zone:1 (turnaround time: 188 ms, execution time: 95 ms, waiting time: 93, processed by server 1)
172 getNumberofCountriesMinMax 1 51383 118311 Zone:5 (turnaround time: 191 ms, execution time: 95 ms, waiting time: 96, processed by server 5)
23 getNumberofCountriesMinMax 34 66457 135930 Zone:2 (turnaround time: 190 ms, execution time: 96 ms, waiting time: 94, processed by server 2)
23 getNumberofCountriesMinMax 34 66457 135930 Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 2)
23 getNumberofCountriesMinMax 34 66457 135930 Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 2)
23 getNumberofCountriesMinMax 34 66457 135930 Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 2)
15 getNumberofCountriesMinMax 31 82258 133174 Zone:3 (turnaround time: 191 ms, execution time: 96 ms, waiting time: 95, processed by server 3)
14 getNumberofCountriesMinMax 31 85598 137412 Zone:3 (turnaround time: 194 ms, execution time: 100 ms, waiting time: 94, processed by server 3)
162 getNumberofCountriesMinMax 5 10287 43684 Zone:5 (turnaround time: 192 ms, execution time: 97 ms, waiting time: 95, processed by server 5)
74 getNumberofCountriesMinMax 4 82713 122684 Zone:1 (turnaround time: 190 ms, execution time: 95 ms, waiting time: 95, processed by server 1)
74 getNumberofCountriesMinMax 4 82713 122684 Zone:1 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 1)
32 getNumberofCountriesMinMax 14 74362 118436 Zone:5 (turnaround time: 191 ms, execution time: 97 ms, waiting time: 94, processed by server 5)
32 getNumberofCountriesMinMax 25 26435 38604 Zone:5 (turnaround time: 189 ms, execution time: 97 ms, waiting time: 92, processed by server 5)
32 getNumberofCountriesMinMax 25 26435 38604 Zone:5 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 5)
32 getNumberofCountriesMinMax 25 26435 38604 Zone:5 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 5)
14 getNumberofCountriesMinMax 19 90535 121139 Zone:2 (turnaround time: 187 ms, execution time: 95 ms, waiting time: 92, processed by server 2)
27 getNumberofCountriesMinMax 14 70911 93418 Zone:5 (turnaround time: 184 ms, execution time: 93 ms, waiting time: 91, processed by server 5)
27 getNumberofCountriesMinMax 14 70911 93418 Zone:5 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 5)
15 getNumberofCountriesMinMax 40 51735 72832 Zone:3 (turnaround time: 187 ms, execution time: 95 ms, waiting time: 92, processed by server 3)
73 getNumberofCountriesMinMax 15 34457 77909 Zone:2 (turnaround time: 191 ms, execution time: 97 ms, waiting time: 94, processed by server 2)
45 getNumberofCountriesMinMax 28 20820 34240 Zone:4 (turnaround time: 186 ms, execution time: 92 ms, waiting time: 94, processed by server 4)
61 getNumberofCountriesMinMax 28 27272 82780 Zone:5 (turnaround time: 185 ms, execution time: 95 ms, waiting time: 90, processed by server 5)
61 getNumberofCountriesMinMax 28 27272 82780 Zone:5 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 5)
61 getNumberofCountriesMinMax 28 27272 82780 Zone:5 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 5)
61 getNumberofCountriesMinMax 28 27272 82780 Zone:5 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 5)
4 getNumberofCountriesMinMax 44 100881 126359 Zone:4 (turnaround time: 190 ms, execution time: 97 ms, waiting time: 93, processed by server 4)
21 getNumberofCountriesMinMax 37 57614 101017 Zone:5 (turnaround time: 186 ms, execution time: 95 ms, waiting time: 91, processed by server 5)
5 getNumberofCountriesMinMax 49 98381 130965 Zone:4 (turnaround time: 190 ms, execution time: 97 ms, waiting time: 93, processed by server 4)
40 getNumberofCountriesMinMax 35 36788 104912 Zone:2 (turnaround time: 189 ms, execution time: 96 ms, waiting time: 93, processed by server 2)
40 getNumberofCountriesMinMax 35 36788 104912 Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 2)
131 getNumberofCountriesMinMax 3 54830 134612 Zone:4 (turnaround time: 189 ms, execution time: 96 ms, waiting time: 93, processed by server 4)
3 getNumberofCountriesMinMax 45 66417 71988 Zone:5 (turnaround time: 191 ms, execution time: 95 ms, waiting time: 96, processed by server 5)
3 getNumberofCountriesMinMax 45 66417 71988 Zone:5 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 5)
3 getNumberofCountriesMinMax 45 66417 71988 Zone:5 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 5)
10 getNumberofCountriesMinMax 49 53416 76381 Zone:2 (turnaround time: 188 ms, execution time: 94 ms, waiting time: 94, processed by server 2)
15 getNumberofCountriesMinMax 30 92706 154529 Zone:4 (turnaround time: 192 ms, execution time: 97 ms, waiting time: 95, processed by server 4)
15 getNumberofCountriesMinMax 30 92706 154529 Zone:4 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 4)
12 getNumberofCountriesMinMax 32 90646 148834 Zone:1 (turnaround time: 187 ms, execution time: 94 ms, waiting time: 93, processed by server 1)
30 getNumberofCountriesMinMax 39 44400 111104 Zone:4 (turnaround time: 187 ms, execution time: 94 ms, waiting time: 93, processed by server 4)
38 getNumberofCountriesMinMax 9 78717 116675 Zone:3 (turnaround time: 188 ms, execution time: 95 ms, waiting time: 93, processed by server 3)
23 getNumberofCountriesMinMax 29 82703 152200 Zone:5 (turnaround time: 190 ms, execution time: 96 ms, waiting time: 94, processed by server 5)
23 getNumberofCountriesMinMax 29 82703 152200 Zone:5 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 5)
23 getNumberofCountriesMinMax 29 82703 152200 Zone:5 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 5)
23 getNumberofCountriesMinMax 29 82703 152200 Zone:5 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 5)
24 getNumberofCountriesMinMax 40 69133 164107 Zone:1 (turnaround time: 189 ms, execution time: 95 ms, waiting time: 94, processed by server 1)
74 getNumberofCountriesMinMax 6 86554 177080 Zone:5 (turnaround time: 188 ms, execution time: 96 ms, waiting time: 92, processed by server 5)
53 getNumberofCountriesMinMax 23 19969 36627 Zone:1 (turnaround time: 192 ms, execution time: 98 ms, waiting time: 94, processed by server 1)
10 getNumberofCountriesMinMax 45 87802 158753 Zone:5 (turnaround time: 191 ms, execution time: 97 ms, waiting time: 94, processed by server 5)
10 getNumberofCountriesMinMax 45 87802 158753 Zone:5 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 5)
32 getNumberofCountriesMinMax 10 109627 176988 Zone:4 (turnaround time: 186 ms, execution time: 94 ms, waiting time: 92, processed by server 4)
27 getNumberofCountriesMinMax 23 67422 109273 Zone:4 (turnaround time: 191 ms, execution time: 97 ms, waiting time: 94, processed by server 4)
27 getNumberofCountriesMinMax 23 67422 109273 Zone:4 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 4)
27 getNumberofCountriesMinMax 23 67422 109273 Zone:4 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 4)
59 getNumberofCountriesMinMax 9 80523 169015 Zone:3 (turnaround time: 191 ms, execution time: 97 ms, waiting time: 94, processed by server 3)
80 getNumberofCountriesMinMax 7 58146 117991 Zone:3 (turnaround time: 191 ms, execution time: 98 ms, waiting time: 93, processed by server 3)
80 getNumberofCountriesMinMax 7 58146 117991 Zone:3 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 3)
106 getNumberofCountriesMinMax 12 12679 27582 Zone:1 (turnaround time: 189 ms, execution time: 96 ms, waiting time: 93, processed by server 1)
34 getNumberofCountriesMinMax 43 36618 98684 Zone:4 (turnaround time: 189 ms, execution time: 96 ms, waiting time: 93, processed by server 4)
17 getNumberofCountriesMinMax 47 61553 117914 Zone:4 (turnaround time: 189 ms, execution time: 94 ms, waiting time: 95, processed by server 4)
24 getNumberofCountriesMinMax 28 88101 158326 Zone:2 (turnaround time: 198 ms, execution time: 102 ms, waiting time: 96, processed by server 2)
24 getNumberofCountriesMinMax 28 88101 158326 Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 2)
24 getNumberofCountriesMinMax 28 88101 158326 Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 2)
24 getNumberofCountriesMinMax 28 88101 158326 Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 2)
98 getNumberofCountriesMinMax 6 47094 98877 Zone:4 (turnaround time: 191 ms, execution time: 97 ms, waiting time: 94, processed by server 4)
80 getNumberofCountriesMinMax 15 35852 128573 Zone:2 (turnaround time: 191 ms, execution time: 96 ms, waiting time: 95, processed by server 2)
33 getNumberofCountriesMinMax 42 33227 76391 Zone:3 (turnaround time: 186 ms, execution time: 94 ms, waiting time: 92, processed by server 3)
122 getNumberofCountriesMinMax 14 11106 43335 Zone:3 (turnaround time: 187 ms, execution time: 94 ms, waiting time: 93, processed by server 3)
122 getNumberofCountriesMinMax 14 11106 43335 Zone:3 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 3)
46 getNumberofCountriesMinMax 4 105040 130084 Zone:2 (turnaround time: 188 ms, execution time: 95 ms, waiting time: 93, processed by server 2)
35 getNumberofCountriesMinMax 14 73523 133334 Zone:4 (turnaround time: 190 ms, execution time: 96 ms, waiting time: 94, processed by server 4)
35 getNumberofCountriesMinMax 14 73523 133334 Zone:4 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 4)
35 getNumberofCountriesMinMax 14 73523 133334 Zone:4 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 4)
76 getNumberofCountriesMinMax 15 17870 35146 Zone:5 (turnaround time: 190 ms, execution time: 96 ms, waiting time: 94, processed by server 5)
39 getNumberofCountriesMinMax 43 27606 77942 Zone:3 (turnaround time: 187 ms, execution time: 95 ms, waiting time: 92, processed by server 3)
39 getNumberofCountriesMinMax 43 27606 77942 Zone:3 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 3)
34 getNumberofCountriesMinMax 24 30650 51390 Zone:3 (turnaround time: 189 ms, execution time: 97 ms, waiting time: 92, processed by server 3)
11 getNumberofCountriesMinMax 11 98445 115202 Zone:3 (turnaround time: 189 ms, execution time: 96 ms, waiting time: 93, processed by server 3)
25 getNumberofCountriesMinMax 15 82322 118574 Zone:4 (turnaround time: 190 ms, execution time: 97 ms, waiting time: 93, processed by server 4)
95 getNumberofCountriesMinMax 25 13858 87903 Zone:3 (turnaround time: 185 ms, execution time: 95 ms, waiting time: 90, processed by server 3)
95 getNumberofCountriesMinMax 25 13858 87903 Zone:3 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 3)
95 getNumberofCountriesMinMax 25 13858 87903 Zone:3 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 3)
95 getNumberofCountriesMinMax 25 13858 87903 Zone:3 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 3)
26 getNumberofCountriesMinMax 17 91580 153493 Zone:3 (turnaround time: 187 ms, execution time: 95 ms, waiting time: 92, processed by server 3)
12 getNumberofCountriesMinMax 50 24810 32222 Zone:2 (turnaround time: 188 ms, execution time: 96 ms, waiting time: 92, processed by server 2)
13 getNumberofCountriesMinMax 21 104427 141660 Zone:1 (turnaround time: 184 ms, execution time: 94 ms, waiting time: 90, processed by server 1)
43 getNumberofCountriesMinMax 18 48515 91868 Zone:1 (turnaround time: 186 ms, execution time: 93 ms, waiting time: 93, processed by server 1)
43 getNumberofCountriesMinMax 18 48515 91868 Zone:1 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 1)
29 getNumberofCountriesMinMax 26 16860 22582 Zone:4 (turnaround time: 187 ms, execution time: 94 ms, waiting time: 93, processed by server 4)
55 getNumberofCountriesMinMax 8 93654 188226 Zone:5 (turnaround time: 185 ms, execution time: 93 ms, waiting time: 92, processed by server 5)
55 getNumberofCountriesMinMax 8 93654 188226 Zone:5 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 5)
55 getNumberofCountriesMinMax 8 93654 188226 Zone:5 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 5)
18 getNumberofCountriesMinMax 23 97970 149345 Zone:2 (turnaround time: 203 ms, execution time: 113 ms, waiting time: 90, processed by server 2)
185 getNumberofCountriesMinMax 2 13911 78055 Zone:4 (turnaround time: 190 ms, execution time: 98 ms, waiting time: 92, processed by server 4)
185 getNumberofCountriesMinMax 2 13911 78055 Zone:4 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 4)
92 getNumberofCountriesMinMax 8 32447 59785 Zone:1 (turnaround time: 190 ms, execution time: 96 ms, waiting time: 94, processed by server 1)
28 getNumberofCountriesMinMax 17 72322 111243 Zone:1 (turnaround time: 186 ms, execution time: 95 ms, waiting time: 91, processed by server 1)
8 getNumberofCountriesMinMax 34 99037 131751 Zone:3 (turnaround time: 191 ms, execution time: 96 ms, waiting time: 95, processed by server 3)
45 getNumberofCountriesMinMax 14 67134 148829 Zone:5 (turnaround time: 186 ms, execution time: 94 ms, waiting time: 92, processed by server 5)
45 getNumberofCountriesMinMax 14 67134 148829 Zone:5 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 5)
45 getNumberofCountriesMinMax 14 67134 148829 Zone:5 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 5)
45 getNumberofCountriesMinMax 14 67134 148829 Zone:5 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 5)
69 getNumberofCountriesMinMax 11 57774 150365 Zone:2 (turnaround time: 177 ms, execution time: 83 ms, waiting time: 94, processed by server 2)
71 getNumberofCountriesMinMax 15 40379 123380 Zone:3 (turnaround time: 214 ms, execution time: 123 ms, waiting time: 91, processed by server 3)
0 getNumberofCountriesMinMax 43 33025 33529 Zone:5 (turnaround time: 185 ms, execution time: 94 ms, waiting time: 91, processed by server 5)
44 getNumberofCountriesMinMax 43 26773 84823 Zone:1 (turnaround time: 188 ms, execution time: 96 ms, waiting time: 92, processed by server 1)
44 getNumberofCountriesMinMax 43 26773 84823 Zone:1 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 1)
10 getNumberofCountriesMinMax 42 103790 195993 Zone:3 (turnaround time: 189 ms, execution time: 96 ms, waiting time: 93, processed by server 3)
19 getNumberofCountriesMinMax 44 31088 45207 Zone:5 (turnaround time: 188 ms, execution time: 96 ms, waiting time: 92, processed by server 5)
19 getNumberofCountriesMinMax 44 31088 45207 Zone:5 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 5)
19 getNumberofCountriesMinMax 44 31088 45207 Zone:5 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 5)
46 getNumberofCountriesMinMax 39 30390 106691 Zone:2 (turnaround time: 189 ms, execution time: 96 ms, waiting time: 93, processed by server 2)
63 getNumberofCountriesMinMax 10 67003 148530 Zone:4 (turnaround time: 192 ms, execution time: 98 ms, waiting time: 94, processed by server 4)
63 getNumberofCountriesMinMax 10 67003 148530 Zone:4 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 4)
0 getNumberofCountriesMinMax 39 95877 97418 Zone:5 (turnaround time: 190 ms, execution time: 96 ms, waiting time: 94, processed by server 5)
5 getNumberofCountriesMinMax 42 98607 121360 Zone:5 (turnaround time: 189 ms, execution time: 97 ms, waiting time: 92, processed by server 5)
93 getNumberofCountriesMinMax 12 23218 54735 Zone:3 (turnaround time: 186 ms, execution time: 95 ms, waiting time: 91, processed by server 3)
161 getNumberofCountriesMinMax 3 21167 111688 Zone:2 (turnaround time: 187 ms, execution time: 95 ms, waiting time: 92, processed by server 2)
161 getNumberofCountriesMinMax 3 21167 111688 Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 2)
161 getNumberofCountriesMinMax 3 21167 111688 Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 2)
161 getNumberofCountriesMinMax 3 21167 111688 Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 2)
28 getNumberofCountriesMinMax 12 81947 115323 Zone:3 (turnaround time: 186 ms, execution time: 94 ms, waiting time: 92, processed by server 3)
50 getNumberofCountriesMinMax 11 52648 88346 Zone:2 (turnaround time: 185 ms, execution time: 93 ms, waiting time: 92, processed by server 2)
31 getNumberofCountriesMinMax 32 32556 55177 Zone:3 (turnaround time: 187 ms, execution time: 94 ms, waiting time: 93, processed by server 3)
76 getNumberofCountriesMinMax 12 40911 104371 Zone:3 (turnaround time: 188 ms, execution time: 95 ms, waiting time: 93, processed by server 3)
76 getNumberofCountriesMinMax 12 40911 104371 Zone:3 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 3)
8 getNumberofCountriesMinMax 41 98454 147608 Zone:3 (turnaround time: 187 ms, execution time: 96 ms, waiting time: 91, processed by server 3)
78 getNumberofCountriesMinMax 5 43655 60590 Zone:2 (turnaround time: 189 ms, execution time: 96 ms, waiting time: 93, processed by server 2)
78 getNumberofCountriesMinMax 5 43655 60590 Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 2)
78 getNumberofCountriesMinMax 5 43655 60590 Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 2)
54 getNumberofCountriesMinMax 2 102169 113946 Zone:4 (turnaround time: 188 ms, execution time: 96 ms, waiting time: 92, processed by server 4)
13 getNumberofCountriesMinMax 41 78778 128624 Zone:4 (turnaround time: 186 ms, execution time: 94 ms, waiting time: 92, processed by server 4)
13 getNumberofCountriesMinMax 41 78778 128624 Zone:4 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 4)
52 getNumberofCountriesMinMax 37 21628 65386 Zone:4 (turnaround time: 188 ms, execution time: 96 ms, waiting time: 92, processed by server 4)
9 getNumberofCountriesMinMax 46 43709 51946 Zone:1 (turnaround time: 185 ms, execution time: 95 ms, waiting time: 90, processed by server 1)
50 getNumberofCountriesMinMax 21 32369 60783 Zone:1 (turnaround time: 177 ms, execution time: 97 ms, waiting time: 80, processed by server 1)
125 getNumberofCountriesMinMax 9 25518 92377 Zone:2 (turnaround time: 188 ms, execution time: 95 ms, waiting time: 93, processed by server 2)
125 getNumberofCountriesMinMax 9 25518 92377 Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 2)
125 getNumberofCountriesMinMax 9 25518 92377 Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 2)
125 getNumberofCountriesMinMax 9 25518 92377 Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 2)
21 getNumberofCountriesMinMax 31 73204 131452 Zone:2 (turnaround time: 191 ms, execution time: 96 ms, waiting time: 95, processed by server 2)
188 getNumberofCountriesMinMax 1 20983 43271 Zone:2 (turnaround time: 191 ms, execution time: 97 ms, waiting time: 94, processed by server 2)
75 getNumberofCountriesMinMax 23 23978 76818 Zone:4 (turnaround time: 189 ms, execution time: 95 ms, waiting time: 94, processed by server 4)
153 getNumberofCountriesMinMax 1 64682 97705 Zone:3 (turnaround time: 189 ms, execution time: 96 ms, waiting time: 93, processed by server 3)
153 getNumberofCountriesMinMax 1 64682 97705 Zone:3 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 3)
9 getNumberofCountriesMinMax 44 84356 127163 Zone:1 (turnaround time: 186 ms, execution time: 96 ms, waiting time: 90, processed by server 1)
82 getNumberofCountriesMinMax 23 21828 117089 Zone:3 (turnaround time: 188 ms, execution time: 96 ms, waiting time: 92, processed by server 3)
82 getNumberofCountriesMinMax 23 21828 117089 Zone:3 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 3)
82 getNumberofCountriesMinMax 23 21828 117089 Zone:3 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 3)
40 getNumberofCountriesMinMax 24 49915 107502 Zone:2 (turnaround time: 187 ms, execution time: 95 ms, waiting time: 92, processed by server 2)
45 getNumberofCountriesMinMax 16 52172 100795 Zone:1 (turnaround time: 188 ms, execution time: 96 ms, waiting time: 92, processed by server 1)
45 getNumberofCountriesMinMax 16 52172 100795 Zone:1 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 1)
42 getNumberofCountriesMinMax 7 88691 125936 Zone:2 (turnaround time: 189 ms, execution time: 95 ms, waiting time: 94, processed by server 2)
18 getNumberofCountriesMinMax 23 67442 93202 Zone:4 (turnaround time: 185 ms, execution time: 94 ms, waiting time: 91, processed by server 4)
70 getNumberofCountriesMinMax 31 18874 64655 Zone:1 (turnaround time: 189 ms, execution time: 96 ms, waiting time: 93, processed by server 1)
20 getNumberofCountriesMinMax 23 103122 177674 Zone:3 (turnaround time: 191 ms, execution time: 97 ms, waiting time: 94, processed by server 3)
20 getNumberofCountriesMinMax 23 103122 177674 Zone:3 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 3)
20 getNumberofCountriesMinMax 23 103122 177674 Zone:3 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 3)
20 getNumberofCountriesMinMax 23 103122 177674 Zone:3 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 3)
10 getNumberofCountriesMinMax 48 95495 172039 Zone:1 (turnaround time: 189 ms, execution time: 96 ms, waiting time: 93, processed by server 1)
21 getNumberofCountriesMinMax 35 57489 95702 Zone:5 (turnaround time: 191 ms, execution time: 97 ms, waiting time: 94, processed by server 5)
75 getNumberofCountriesMinMax 26 21213 83359 Zone:3 (turnaround time: 185 ms, execution time: 94 ms, waiting time: 91, processed by server 3)
55 getNumberofCountriesMinMax 19 41276 100497 Zone:2 (turnaround time: 188 ms, execution time: 96 ms, waiting time: 92, processed by server 2)
55 getNumberofCountriesMinMax 19 41276 100497 Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 2)
5 getNumberofCountriesMinMax 50 74151 94059 Zone:1 (turnaround time: 191 ms, execution time: 92 ms, waiting time: 99, processed by server 1)
55 getNumberofCountriesMinMax 6 29453 34311 Zone:2 (turnaround time: 186 ms, execution time: 94 ms, waiting time: 92, processed by server 2)
55 getNumberofCountriesMinMax 6 29453 34311 Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 2)
55 getNumberofCountriesMinMax 6 29453 34311 Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 2)
23 getNumberofCountriesMinMax 32 72795 146921 Zone:1 (turnaround time: 185 ms, execution time: 97 ms, waiting time: 88, processed by server 1)
14 getNumberofCountriesMinMax 20 98567 138315 Zone:3 (turnaround time: 189 ms, execution time: 96 ms, waiting time: 93, processed by server 3)
